credit_score,dti,num_defaults,annual_income,employment_years,age,loan_amount,label
831,0.641,1,109956,0.0,49,28070,denied
703,0.423,0,53065,2.4,72,22908,denied
791,0.383,0,95074,4.0,50,30457,approved
650,0.25,2,54142,4.2,72,21341,denied
850,0.1,1,87159,0.5,49,1000,denied
558,0.435,0,88126,15.3,40,3497,denied
633,0.366,0,94860,3.6,73,29461,denied
674,0.061,0,74189,0.9,64,12461,approved
624,0.316,0,75297,3.1,59,20738,denied
633,0.141,0,78965,6.4,50,23652,denied
567,0.181,2,109805,29.0,39,36698,denied
664,0.268,0,59706,0.0,59,8673,approved
730,0.348,0,60514,9.1,50,25355,approved
679,0.642,1,66380,2.9,34,40428,denied
777,0.493,0,43812,1.1,64,1000,denied
624,0.156,0,130603,6.0,55,42015,denied
630,0.388,0,91283,4.0,49,1000,denied
709,0.334,0,109616,2.4,31,37158,approved
692,0.159,0,42720,2.7,38,20225,approved
610,0.46,0,46674,4.8,30,26969,denied
710,0.5,0,25815,4.5,45,25788,denied
756,0.246,1,71984,4.4,66,12342,denied
725,0.484,0,48077,9.1,51,19024,denied
850,0.36,0,115271,22.8,73,2466,approved
839,0.338,0,73722,5.0,53,9977,approved
675,0.174,2,72605,4.1,43,34061,denied
766,0.2,0,114056,0.4,44,14072,approved
610,0.485,0,15000,3.2,25,1000,denied
740,0.451,1,112547,1.4,71,22122,denied
841,0.138,0,116345,3.3,40,39285,approved
707,0.341,0,74904,2.3,40,21823,approved
706,0.463,0,77223,2.8,38,6725,denied
565,0.175,0,87908,14.5,52,18461,denied
708,0.327,0,46025,15.4,58,1000,approved
680,0.53,1,46250,11.2,27,9168,denied
604,0.376,0,94017,1.4,57,8818,denied
662,0.368,0,42712,14.5,72,24002,approved
658,0.313,0,64449,12.9,38,16958,approved
805,0.501,1,47105,1.7,26,41685,denied
754,0.493,1,54374,5.7,41,1000,denied
647,0.181,1,72069,7.0,62,19907,denied
659,0.606,0,97936,6.3,66,25278,denied
699,0.637,0,43845,4.6,37,1000,denied
710,0.655,0,57104,3.0,41,15709,denied
759,0.376,0,52472,0.3,33,1000,approved
727,0.226,0,72339,0.8,24,34058,approved
791,0.547,0,57864,8.3,39,8348,denied
657,0.369,0,46490,0.5,48,7719,approved
844,0.357,0,85577,9.1,59,18696,approved
778,0.343,0,57352,3.4,26,16352,approved
656,0.341,0,75006,1.9,33,26847,approved
725,0.468,3,100487,0.0,60,33459,denied
638,0.41,0,65206,0.5,68,17632,denied
653,0.275,0,38264,10.2,65,33999,approved
742,0.016,0,35021,2.4,38,34878,approved
694,0.359,0,108048,1.4,51,28025,approved
707,0.437,0,61361,2.7,63,1069,denied
692,0.403,0,70002,3.8,52,21797,denied
538,0.309,0,86133,6.1,69,13528,denied
659,0.386,0,96943,0.0,30,11856,approved
640,0.212,1,93452,3.8,74,44044,denied
787,0.242,0,47030,0.4,68,21953,approved
720,0.122,0,145612,15.1,39,1235,approved
788,0.434,0,25903,4.2,58,8133,denied
774,0.288,0,82418,0.0,67,21882,approved
697,0.179,0,75597,9.1,19,15998,approved
687,0.327,0,26696,3.7,42,16207,approved
650,0.547,0,62397,1.5,21,21427,denied
644,0.254,0,47196,3.4,29,1000,approved
795,0.247,0,96758,0.1,45,34105,approved
707,0.433,0,66314,9.2,70,20514,denied
705,0.677,1,91414,1.9,24,44677,denied
722,0.8,0,66426,4.1,68,29699,denied
714,0.033,0,113617,1.3,22,1000,approved
745,0.201,0,89683,7.2,74,27443,approved
736,0.181,0,44388,6.0,63,36332,approved
668,0.147,0,127919,11.4,68,18235,approved
819,0.392,0,27508,0.3,66,40712,approved
613,0.492,0,89175,2.4,70,17821,denied
676,0.345,0,108035,0.2,20,23513,approved
675,0.615,0,42637,1.0,47,31519,denied
798,0.094,0,79586,0.8,18,1000,approved
627,0.185,0,46830,10.5,49,19147,denied
611,0.419,0,74015,0.1,36,10813,denied
669,0.293,2,37332,8.3,71,19155,denied
691,0.339,0,63274,0.6,71,22118,approved
656,0.415,0,42673,0.6,59,41528,denied
682,0.337,0,21687,3.7,65,46937,approved
763,0.337,0,95141,1.9,46,29676,approved
672,0.387,0,50437,5.6,56,22983,approved
820,0.263,0,91601,12.1,51,25000,approved
796,0.339,0,78416,8.0,41,21545,approved
748,0.309,0,81546,18.8,44,18899,approved
784,0.384,0,46221,5.1,67,31591,approved
667,0.198,0,88460,0.3,69,21718,approved
657,0.228,0,106746,2.2,63,33837,approved
632,0.651,0,55605,5.7,18,21242,denied
816,0.476,0,67650,16.2,20,12784,denied
823,0.535,0,73402,5.6,59,25944,denied
746,0.548,0,90189,0.9,56,31760,denied
696,0.592,0,93040,9.2,58,18283,denied
677,0.143,0,45978,13.4,38,15136,approved
655,0.422,2,91286,0.6,36,22109,denied
768,0.275,1,108436,3.2,44,13653,denied
779,0.336,0,121647,13.4,59,12557,approved
778,0.321,0,139668,4.1,59,22047,approved
798,0.152,0,58093,12.6,68,40096,approved
557,0.408,1,65576,3.0,60,10533,denied
632,0.476,0,95168,2.4,42,33147,denied
722,0.284,0,48243,14.2,52,1466,approved
658,0.581,0,31334,10.0,63,26920,denied
529,0.11,2,83490,5.4,38,4680,denied
761,0.165,0,76677,16.1,66,1000,approved
671,0.196,1,45296,2.2,33,24874,denied
679,0.411,0,73930,7.7,34,17572,denied
665,0.271,3,38173,3.8,21,27766,denied
673,0.276,1,108550,2.3,22,26926,denied
631,0.423,0,98750,0.8,21,6140,denied
770,0.353,0,53488,11.2,58,33062,approved
782,0.352,0,39472,3.2,37,33049,approved
775,0.376,0,114913,9.1,55,29984,approved
643,0.107,0,118898,0.8,42,24064,approved
725,0.471,0,51880,8.3,56,32159,denied
850,0.273,0,88800,1.2,67,20748,approved
641,0.222,0,41067,5.9,72,12927,approved
685,0.329,1,42225,1.5,19,1000,denied
677,0.361,0,124275,39.7,34,7042,approved
688,0.639,0,82477,23.4,54,3806,denied
583,0.169,2,149290,13.8,48,20588,denied
776,0.457,1,19284,9.0,24,22101,denied
564,0.412,1,39618,15.5,68,22279,denied
637,0.577,3,71032,7.7,25,21662,denied
691,0.057,0,88238,4.7,54,15671,approved
763,0.255,0,81603,3.3,47,33283,approved
742,0.691,3,75637,5.7,63,13577,denied
717,0.205,1,50490,13.4,53,12160,denied
850,0.445,0,96451,0.9,27,1000,denied
764,0.335,0,48428,22.5,25,28094,approved
622,0.481,0,101813,9.6,34,10653,denied
731,0.526,0,83649,6.6,20,5778,denied
836,0.376,0,56066,11.3,49,17724,approved
702,0.148,0,75168,11.1,29,8467,approved
756,0.348,1,45781,5.5,62,20522,denied
564,0.568,0,100836,6.4,22,34716,denied
645,0.125,0,87110,3.0,23,23863,approved
705,0.368,0,89837,3.9,41,31184,approved
753,0.336,0,88346,1.4,57,3320,approved
654,0.325,0,72825,2.0,59,22036,approved
655,0.345,0,16824,16.8,33,11964,approved
579,0.0,1,15000,13.6,28,20897,denied
651,0.195,2,78597,19.5,18,12270,denied
615,0.281,0,43664,1.0,23,30373,denied
610,0.305,1,56753,4.5,20,21695,denied
609,0.362,0,104819,15.8,30,22315,denied
701,0.215,0,93436,3.4,20,21015,approved
583,0.173,0,138105,4.3,56,22167,denied
599,0.0,0,25012,12.1,49,23440,denied
600,0.03,0,45611,3.3,67,16310,denied
674,0.353,0,96525,1.9,68,1365,approved
683,0.514,0,17581,2.2,65,2751,denied
730,0.173,0,61926,3.5,52,5860,approved
826,0.171,1,100646,6.4,38,19819,denied
693,0.191,0,105914,4.4,30,15869,approved
767,0.379,0,72538,3.7,52,20907,approved
707,0.351,0,131178,13.7,44,27503,approved
661,0.19,0,94170,9.7,49,8709,approved
715,0.219,0,76715,13.8,46,6836,approved
674,0.287,0,48415,4.5,40,8237,approved
636,0.135,0,83331,0.2,56,19037,denied
659,0.416,0,86208,3.8,38,10367,denied
708,0.331,0,72791,24.8,52,3244,approved
608,0.352,2,39547,5.3,70,31632,denied
801,0.405,0,96747,10.0,60,23299,denied
702,0.203,0,69026,5.0,43,38095,approved
606,0.293,0,80017,12.3,71,9923,denied
511,0.161,0,51902,13.2,54,12971,denied
657,0.529,0,25904,6.7,46,26831,denied
605,0.317,0,31845,4.5,19,38055,denied
660,0.242,0,134784,9.6,33,15693,approved
756,0.394,0,25329,9.8,56,18864,approved
768,0.085,1,84914,1.1,68,39033,denied
686,0.373,0,46177,2.1,43,13821,approved
578,0.196,0,102511,6.0,44,18288,denied
676,0.175,0,61282,2.9,55,23231,approved
629,0.471,0,98763,4.2,53,16664,denied
690,0.148,0,50909,3.4,56,18999,approved
733,0.134,0,104646,40.0,42,13594,approved
763,0.435,1,15000,2.0,25,25768,denied
671,0.435,1,76773,0.2,24,29952,denied
629,0.555,0,92036,8.2,37,36824,denied
685,0.381,0,129043,10.3,64,1000,approved
698,0.344,0,89135,14.6,21,10603,approved
673,0.338,0,30590,5.4,35,25132,approved
758,0.349,0,97113,21.2,74,14157,approved
602,0.59,0,93826,0.5,67,26663,denied
850,0.426,0,83351,3.4,30,22651,denied
803,0.396,1,78036,4.0,69,1000,denied
754,0.21,0,99758,1.7,26,29098,approved
595,0.29,2,46103,3.1,62,1000,denied
528,0.336,0,89135,11.5,60,24014,denied
816,0.3,1,66304,5.1,74,6340,denied
758,0.308,0,74738,2.4,34,20089,approved
720,0.671,0,21024,6.1,58,8939,denied
752,0.369,3,31657,1.8,21,11441,denied
644,0.289,0,20550,13.5,30,24021,approved
813,0.395,0,72144,3.8,29,16127,approved
617,0.323,0,72112,4.2,28,31183,denied
551,0.335,0,29038,1.2,32,13623,denied
539,0.152,0,47429,5.0,18,20571,denied
699,0.272,0,55781,8.0,66,9056,approved
730,0.579,1,69129,2.0,33,18098,denied
706,0.446,0,98285,3.6,24,7862,denied
710,0.711,0,120358,8.2,20,17013,denied
677,0.269,0,106574,15.0,51,19783,approved
717,0.449,0,72332,7.1,28,16259,denied
655,0.276,1,15000,8.6,66,22432,denied
850,0.259,0,114780,5.7,33,3267,approved
650,0.329,0,51001,11.8,22,13207,approved
752,0.078,0,20012,0.6,40,32883,approved
654,0.274,0,129477,13.2,30,15203,approved
666,0.215,0,102128,22.1,33,29395,approved
761,0.365,0,110201,13.0,28,7437,approved
691,0.576,0,41775,21.1,43,31214,denied
701,0.258,0,44514,5.3,72,17283,approved
677,0.498,0,101965,7.4,28,15294,denied
733,0.179,0,54287,2.7,69,35207,approved
850,0.624,1,42240,0.8,69,6696,denied
681,0.214,0,60701,13.0,24,7125,approved
653,0.336,0,47235,15.2,71,27376,approved
687,0.224,0,25583,2.0,29,13703,approved
723,0.385,0,72636,0.7,62,16901,approved
652,0.475,1,67431,3.9,70,12679,denied
733,0.436,0,24866,5.6,35,10119,denied
761,0.263,0,86735,13.9,52,20430,approved
747,0.626,1,53806,0.5,25,9620,denied
817,0.352,0,132544,6.7,22,36214,approved
737,0.327,0,64205,1.6,25,2499,approved
636,0.636,1,21497,1.2,61,15912,denied
794,0.129,3,37686,10.4,27,14546,denied
560,0.369,0,97710,0.5,47,20475,denied
746,0.116,0,97069,3.7,18,18617,approved
743,0.209,0,73140,13.4,21,23871,approved
692,0.261,1,109162,9.1,48,22035,denied
761,0.281,2,77963,3.8,61,26833,denied
818,0.244,0,44780,18.5,63,50071,approved
764,0.419,1,87534,3.4,46,22398,denied
568,0.387,0,26965,17.3,55,31110,denied
726,0.469,2,97293,2.6,66,24222,denied
715,0.361,0,77578,2.5,39,7746,approved
641,0.784,0,86616,3.3,19,50752,denied
738,0.413,0,32527,5.2,43,6665,denied
774,0.349,0,70667,6.4,62,12892,approved
672,0.446,1,72876,5.9,32,17221,denied
596,0.238,0,78494,9.3,34,25295,denied
618,0.168,1,94583,0.3,48,26252,denied
672,0.27,0,63465,19.3,27,6926,approved
651,0.288,0,124255,14.4,54,13912,approved
579,0.34,0,98471,11.1,67,17621,denied
576,0.722,0,106861,15.4,44,1000,denied
771,0.298,0,65040,28.0,26,26753,approved
711,0.206,0,66966,9.1,64,35105,approved
726,0.47,0,48766,2.4,28,20054,denied
672,0.24,0,94637,3.7,36,1000,approved
556,0.383,0,66161,2.0,75,1000,denied
645,0.333,0,73797,3.3,43,10365,approved
731,0.173,0,103871,14.6,73,1090,approved
815,0.196,1,108274,5.4,61,24364,denied
711,0.35,0,67114,1.9,48,29192,approved
713,0.37,0,15000,11.9,36,11479,approved
712,0.332,0,59182,8.8,67,7944,approved
679,0.426,0,91107,22.2,52,9672,denied
799,0.222,1,101099,7.4,73,6690,denied
564,0.667,0,150081,1.3,41,2262,denied
756,0.057,0,78214,9.3,57,12454,approved
616,0.327,0,24682,1.0,43,11323,denied
671,0.35,0,64800,8.5,58,16579,approved
699,0.31,0,100060,12.0,48,21811,approved
723,0.56,1,41766,3.8,57,26158,denied
557,0.328,0,123212,16.1,18,15521,denied
728,0.074,0,89896,26.5,24,1000,approved
588,0.565,0,59909,0.9,37,32942,denied
731,0.196,0,82948,4.9,27,13466,approved
744,0.236,0,90920,5.8,74,26221,approved
749,0.287,0,94133,4.1,59,20476,approved
690,0.129,0,72549,17.9,40,6293,approved
659,0.25,0,116498,1.9,29,14275,approved
787,0.381,0,112497,11.5,68,24957,approved
533,0.331,0,113096,2.1,66,13952,denied
710,0.542,0,15000,9.9,23,29429,denied
691,0.57,0,42244,8.2,68,1000,denied
709,0.479,2,73512,9.2,48,7836,denied
728,0.114,0,80753,7.5,24,23332,approved
716,0.197,1,134858,10.2,49,31830,denied
823,0.76,0,79283,4.1,64,1000,denied
656,0.0,0,15000,15.5,43,32192,approved
790,0.437,0,102925,5.1,42,30214,denied
672,0.354,0,47344,30.4,34,1000,approved
737,0.324,0,63859,0.9,42,1269,approved
671,0.421,0,100957,0.5,58,55741,denied
827,0.356,0,89445,11.2,59,30221,approved
655,0.218,0,41071,6.3,18,16423,approved
680,0.039,0,72941,1.8,33,33876,approved
671,0.198,0,39204,5.0,51,23932,approved
561,0.386,0,97101,8.8,63,24379,denied
713,0.32,2,110777,11.0,52,19724,denied
719,0.034,0,64883,1.7,20,28227,approved
736,0.0,0,111504,27.0,36,52801,approved
570,0.22,0,84345,1.0,47,1000,denied
494,0.474,0,51769,2.5,25,19745,denied
631,0.371,0,93402,0.2,67,10548,denied
766,0.358,1,61985,0.1,61,36569,denied
747,0.283,0,26407,1.1,54,11746,approved
748,0.047,3,102236,8.7,35,1146,denied
615,0.173,0,122904,3.1,48,1000,denied
635,0.661,1,60162,25.2,50,6068,denied
568,0.428,1,88842,9.5,63,2468,denied
652,0.451,1,97165,0.4,24,2904,denied
674,0.414,1,54981,3.4,40,5115,denied
724,0.388,0,82284,3.1,36,13512,approved
681,0.297,0,102222,37.6,37,18231,approved
596,0.396,0,60541,0.1,53,3371,denied
688,0.326,1,45341,11.3,49,1000,denied
572,0.325,1,112366,10.3,63,9762,denied
754,0.118,0,102865,16.8,67,2290,approved
588,0.344,0,97071,0.1,46,9149,denied
694,0.149,0,15000,5.8,53,46501,approved
768,0.298,0,50936,0.0,35,32183,approved
720,0.289,0,89581,10.9,18,27986,approved
557,0.24,0,52745,17.9,67,34105,denied
670,0.297,0,113185,7.0,41,14918,approved
691,0.266,0,105736,3.3,35,8538,approved
701,0.269,0,54289,14.5,23,12211,approved
690,0.277,0,28640,9.3,53,1000,approved
659,0.138,0,63452,5.1,63,1000,approved
677,0.575,0,69107,4.6,60,37685,denied
652,0.31,0,23225,7.8,23,26898,approved
597,0.329,0,97591,0.7,19,24995,denied
710,0.387,0,42777,1.5,64,1000,approved
696,0.438,0,65374,3.9,73,20143,denied
726,0.602,1,88837,11.9,50,11070,denied
718,0.184,3,42594,1.2,54,1164,denied
658,0.398,0,89334,3.7,48,2240,approved
566,0.417,2,24078,2.1,44,26826,denied
752,0.507,0,92441,4.1,30,25662,denied
705,0.065,1,34060,31.8,73,12303,denied
691,0.8,0,79746,24.1,66,16835,denied
639,0.625,0,64943,2.2,27,12526,denied
743,0.309,0,80827,2.3,50,23629,approved
730,0.325,0,66679,13.7,40,36697,approved
649,0.243,0,95733,7.2,30,9672,approved
591,0.314,1,117787,5.1,71,24053,denied
772,0.301,0,69005,9.1,57,30162,approved
647,0.092,0,50303,6.4,24,7894,approved
740,0.241,0,69731,6.2,30,11515,approved
680,0.357,0,97133,16.8,47,3045,approved
669,0.538,0,68876,0.7,36,17698,denied
701,0.51,0,99322,4.0,35,27932,denied
612,0.721,1,72198,11.7,60,11687,denied
638,0.31,0,114698,24.5,52,1000,denied
681,0.267,0,77840,2.4,57,27680,approved
652,0.468,0,60636,28.2,23,34147,denied
638,0.307,0,90033,0.5,51,3803,denied
546,0.406,0,96322,8.3,44,27314,denied
675,0.253,0,109579,6.6,40,6888,approved
709,0.148,2,77927,1.4,52,19598,denied
753,0.315,0,35358,20.1,26,30768,approved
739,0.278,0,88143,14.4,43,21866,approved
670,0.261,0,52389,6.9,65,22716,approved
752,0.316,0,48778,9.0,39,19088,approved
761,0.365,0,124568,12.6,46,27117,approved
635,0.37,1,63000,10.7,57,37618,denied
811,0.093,3,82521,2.4,21,24754,denied
723,0.31,0,77465,6.3,21,7928,approved
816,0.303,0,70233,1.2,59,36022,approved
553,0.327,0,62159,11.3,57,36324,denied
641,0.48,0,40777,4.4,57,41191,denied
571,0.297,0,46531,7.7,27,28661,denied
763,0.524,0,97685,17.1,18,7406,denied
628,0.436,0,18397,1.4,51,45042,denied
607,0.389,0,48020,0.2,56,19897,denied
781,0.24,0,57064,7.7,47,29044,approved
665,0.205,0,125144,6.8,63,17968,approved
566,0.299,0,55896,18.2,58,1000,denied
635,0.115,0,68179,6.9,72,23359,denied
734,0.323,0,60874,3.9,28,5799,approved
735,0.256,3,31628,5.2,72,17265,denied
591,0.423,0,74521,10.2,68,7617,denied
670,0.257,0,76989,11.3,55,18570,approved
535,0.559,0,102927,12.1,39,35511,denied
697,0.215,0,74735,1.4,75,42009,approved
687,0.104,0,64151,6.0,73,48399,approved
743,0.0,0,101924,16.5,23,24644,approved
740,0.28,0,72476,11.3,65,22300,approved
699,0.283,0,36759,16.8,75,18235,approved
529,0.181,0,90664,0.0,35,41499,denied
663,0.395,0,73476,0.3,69,15116,approved
665,0.417,0,48997,1.6,32,12929,denied
777,0.314,0,112404,1.1,49,6968,approved
650,0.382,0,47723,2.0,36,19745,approved
644,0.607,1,68966,0.6,29,18992,denied
708,0.304,0,68197,6.4,75,9271,approved
727,0.251,0,37165,2.9,66,19341,approved
615,0.359,0,38565,15.0,67,19479,denied
696,0.445,0,139968,10.8,54,13504,denied
835,0.27,3,15000,2.0,43,33978,denied
665,0.134,0,24451,0.8,44,17640,approved
673,0.295,0,30656,4.3,63,25851,approved
699,0.292,0,96509,19.6,67,28147,approved
684,0.085,0,96858,3.6,41,20197,approved
716,0.368,3,42759,14.2,34,30290,denied
631,0.219,0,72795,21.7,54,5644,denied
697,0.315,2,88247,7.8,28,14228,denied
551,0.239,0,16001,8.6,30,17157,denied
675,0.518,0,117541,0.5,32,13832,denied
721,0.437,1,105021,6.1,20,1000,denied
747,0.03,0,93673,12.2,26,12724,approved
702,0.392,0,67905,21.6,42,15014,approved
781,0.0,1,55173,2.0,37,12838,denied
638,0.322,0,79248,3.7,34,16370,denied
684,0.2,0,93591,0.8,71,12799,approved
657,0.564,1,93066,0.6,41,27117,denied
648,0.331,1,64749,1.8,38,30300,denied
746,0.377,0,46389,10.7,70,25048,approved
607,0.339,0,35850,6.6,29,12305,denied
716,0.349,0,53944,20.5,46,27672,approved
718,0.079,0,91679,12.8,32,22286,approved
804,0.311,0,46309,5.1,66,22978,approved
573,0.349,2,51444,12.0,61,41664,denied
708,0.309,0,58082,1.3,19,17185,approved
748,0.388,0,78513,1.7,69,5838,approved
638,0.081,0,15000,3.4,67,17344,denied
634,0.252,1,70296,7.3,34,2236,denied
713,0.433,1,15000,3.3,38,37246,denied
716,0.202,0,86043,21.6,54,25138,approved
539,0.401,0,100491,15.5,33,11087,denied
790,0.288,1,71350,37.3,32,15774,denied
705,0.395,0,77667,2.6,74,23143,approved
763,0.68,0,74157,11.5,48,7745,denied
805,0.319,0,72733,2.4,37,12742,approved
739,0.387,0,51529,40.0,34,9889,approved
602,0.563,2,63139,7.2,32,14632,denied
658,0.372,0,85849,37.9,55,1000,approved
682,0.317,0,120219,5.2,19,23454,approved
746,0.233,0,53583,22.6,38,7809,approved
654,0.347,0,96381,7.6,74,18792,approved
702,0.003,0,107196,5.3,53,4378,approved
679,0.45,0,68179,1.2,27,10050,denied
406,0.54,0,59182,0.7,49,35363,denied
711,0.205,0,85307,8.5,70,5425,approved
681,0.354,0,47028,9.1,51,7436,approved
688,0.246,0,72903,0.3,24,5179,approved
546,0.488,0,89807,3.2,59,16925,denied
647,0.301,1,43746,1.1,47,13516,denied
848,0.29,2,35302,1.2,65,10225,denied
710,0.154,0,53222,20.2,41,3384,approved
681,0.25,0,103165,4.5,68,26782,approved
682,0.369,0,99399,16.6,73,21303,approved
648,0.01,1,45887,5.7,59,14765,denied
621,0.395,0,33651,20.1,22,1000,denied
678,0.391,2,65271,3.3,50,24950,denied
620,0.331,0,15000,1.2,65,9216,denied
737,0.349,1,79333,9.4,66,16178,denied
724,0.259,0,75636,15.5,70,44601,approved
740,0.312,0,81908,17.2,41,5981,approved
560,0.274,0,78094,4.7,56,1000,denied
626,0.432,0,75410,25.3,28,30169,denied
782,0.332,0,57581,21.4,68,21103,approved
618,0.624,0,125643,1.1,18,18218,denied
648,0.305,0,59385,5.6,59,40466,approved
636,0.135,0,51895,6.7,50,17148,denied
726,0.352,0,70820,2.2,65,21242,approved
580,0.223,0,85443,4.2,23,29335,denied
612,0.451,0,15000,1.2,37,18182,denied
682,0.337,1,121563,15.8,41,11481,denied
736,0.226,0,72186,5.5,59,1000,approved
725,0.566,2,77658,4.8,41,16060,denied
682,0.045,0,92864,0.6,20,7425,approved
703,0.207,0,37446,5.1,68,31580,approved
754,0.0,0,61017,0.3,35,15062,approved
754,0.305,0,84129,19.5,23,25429,approved
730,0.335,0,105950,2.9,37,3875,approved
731,0.498,1,73660,10.4,29,18557,denied
683,0.515,1,135204,14.5,33,22942,denied
653,0.352,0,86831,11.5,56,20910,approved
649,0.26,0,49166,6.7,37,30090,approved
680,0.088,0,70477,2.8,54,1000,approved
646,0.294,0,52617,5.6,33,34367,approved
544,0.569,0,102920,10.9,67,17850,denied
781,0.323,0,24810,5.4,60,1000,approved
736,0.298,0,15000,18.8,32,19984,approved
694,0.494,0,53155,9.1,71,18016,denied
747,0.3,0,104534,9.9,36,7831,approved
657,0.522,0,70609,3.4,23,20722,denied
728,0.343,2,80714,4.7,25,7268,denied
689,0.143,0,116093,11.4,18,17782,approved
665,0.118,0,30214,16.4,55,4829,approved
745,0.561,3,38804,16.6,69,17959,denied
744,0.592,0,62025,3.4,36,14816,denied
771,0.48,0,64208,1.8,54,19316,denied
630,0.276,0,103344,1.0,51,17932,denied
668,0.373,0,82523,7.8,18,20378,approved
716,0.428,2,60123,7.1,19,1000,denied
682,0.168,3,52652,1.7,57,52872,denied
756,0.234,0,26917,5.1,27,13263,approved
667,0.408,2,38243,4.1,25,9076,denied
710,0.357,0,81014,9.1,35,1000,approved
768,0.106,0,82731,4.3,33,22141,approved
724,0.0,0,53255,18.3,61,15687,approved
750,0.212,0,84906,5.1,56,2980,approved
498,0.071,1,87870,12.4,45,8609,denied
748,0.166,0,124290,15.0,23,9863,approved
642,0.33,1,97266,0.7,60,9832,denied
631,0.121,0,99572,0.3,71,16098,denied
654,0.566,0,51883,25.6,58,1000,denied
561,0.371,0,62806,3.0,20,2646,denied
696,0.275,0,72364,1.6,55,54543,approved
715,0.301,0,46405,5.3,64,19441,approved
525,0.132,0,43510,18.2,56,20627,denied
714,0.522,1,45067,1.4,42,19559,denied
738,0.143,0,31907,12.3,50,14403,approved
674,0.15,2,96256,7.0,28,33439,denied
730,0.293,0,15000,4.2,70,15520,approved
675,0.23,0,67638,11.0,31,22970,approved
709,0.334,0,59728,8.8,25,1079,approved
663,0.472,0,86259,1.4,68,1000,denied
718,0.014,0,65767,5.6,46,7492,approved
675,0.415,1,57442,4.1,52,13295,denied
725,0.438,0,59960,1.0,41,1000,denied
745,0.1,0,57143,2.4,34,6565,approved
688,0.438,3,108030,1.5,68,5186,denied
787,0.228,0,53282,2.6,43,20620,approved
624,0.329,0,15000,2.3,69,22708,denied
686,0.611,2,71276,4.5,51,12775,denied
791,0.261,0,37921,2.3,66,18962,approved
638,0.249,0,64469,3.3,62,13433,denied
707,0.227,0,114018,4.4,72,2227,approved
744,0.399,0,133610,6.1,33,26453,approved
689,0.27,0,120506,1.0,49,19190,approved
757,0.325,0,66710,5.7,41,24220,approved
682,0.069,0,70553,7.6,35,37399,approved
704,0.162,0,65603,2.0,24,22051,approved
690,0.141,0,95042,6.6,34,20063,approved
849,0.282,0,50179,11.0,44,1000,approved
614,0.602,0,67795,7.1,25,14251,denied
800,0.365,0,84150,4.1,69,2283,approved
707,0.309,0,66521,2.0,28,21312,approved
694,0.273,0,15000,0.3,30,14782,approved
687,0.256,0,58645,0.8,56,10177,approved
633,0.239,0,103977,5.6,32,20559,denied
822,0.449,0,74778,13.3,36,10076,denied
602,0.329,1,66873,7.6,74,20718,denied
850,0.569,1,77475,0.2,59,1000,denied
793,0.617,2,94605,2.4,44,30399,denied
740,0.473,0,103322,0.8,38,14748,denied
739,0.218,1,99307,13.5,34,1000,denied
638,0.288,0,60461,6.0,49,15552,denied
644,0.647,0,58706,3.3,62,19750,denied
663,0.321,0,53494,20.5,57,6455,approved
661,0.196,0,81573,4.2,54,8584,approved
650,0.227,2,56449,2.9,57,13010,denied
697,0.12,0,87560,8.4,47,36594,approved
781,0.454,0,71599,3.0,28,10078,denied
721,0.621,0,90519,11.2,27,34557,denied
808,0.276,0,120516,14.9,62,39244,approved
686,0.098,0,22538,1.2,43,19042,approved
842,0.46,0,53409,8.0,65,33518,denied
654,0.383,0,52663,6.8,61,11952,approved
737,0.102,0,78691,29.7,70,22056,approved
789,0.315,0,68781,0.9,50,36786,approved
652,0.379,0,69598,10.0,38,6358,approved
641,0.164,1,110882,1.0,32,6745,denied
704,0.248,0,56496,2.8,22,20515,approved
749,0.225,0,93633,8.2,73,33527,approved
725,0.553,3,100738,1.1,55,15083,denied
753,0.391,0,79185,7.1,64,24217,approved
678,0.381,0,64529,1.9,47,9553,approved
720,0.345,0,101346,3.4,42,26191,approved
646,0.2,0,89309,0.1,37,1000,approved
562,0.237,1,97119,9.5,47,34916,denied
594,0.307,0,75142,5.4,30,26962,denied
706,0.265,0,61777,9.3,24,20914,approved
713,0.221,0,101202,12.1,31,21419,approved
651,0.226,0,24290,10.3,34,17067,approved
788,0.371,3,73016,5.2,28,45219,denied
691,0.45,0,86579,5.8,52,2738,denied
792,0.584,0,52620,6.7,24,3638,denied
768,0.598,0,116944,3.5,20,24077,denied
662,0.21,0,75594,0.3,63,44860,approved
785,0.119,0,64951,0.8,53,5280,approved
680,0.128,0,37299,3.7,71,21981,approved
628,0.421,1,109621,0.4,25,9306,denied
634,0.262,1,88806,0.4,40,28810,denied
619,0.35,2,86670,3.9,43,19649,denied
677,0.347,0,61461,3.3,38,1000,approved
621,0.326,1,15000,2.1,54,7760,denied
711,0.253,0,56256,8.0,24,3914,approved
726,0.075,1,42454,15.5,40,28477,denied
696,0.245,0,32340,8.5,24,24822,approved
747,0.357,0,52674,5.0,38,21615,approved
765,0.228,0,36010,6.9,68,22089,approved
752,0.308,0,64928,4.0,59,9083,approved
671,0.324,1,66961,0.5,28,39871,denied
713,0.45,0,78334,2.7,22,23557,denied
845,0.263,0,64333,7.0,31,31762,approved
670,0.053,1,61410,1.3,40,24941,denied
632,0.187,0,76137,9.2,59,1000,denied
566,0.265,2,114496,7.9,66,18549,denied
